customer_id,customer_since,location,customer_type
C03920,2023-04-01,La Matanza,individual
C02647,2020-02-04,San Justo,empresa
C03392,2022-04-30,Lanús,individual
C04373,2023-12-17,Tres de Febrero,individual
C04317,2023-10-16,CABA,individual
C00141,2021-05-06,La Matanza,individual
C02862,2024-03-29,Tres de Febrero,individual
C01840,2023-02-11,Quilmes,empresa
C03093,2025-03-18,CABA,individual
C04765,2022-10-05,Tres de Febrero,empresa
C02008,2023-08-10,Merlo,individual
C01148,2024-05-28,Quilmes,individual
C00109,2020-07-17,San Justo,individual
C01863,2023-08-26,Morón,individual
C04582,2024-12-22,Avellaneda,individual
C01351,2024-04-12,CABA,individual
C02972,2021-09-06,Tres de Febrero,individual
C00764,2025-06-07,Merlo,individual
C03201,2020-06-04,Lanús,individual
C00828,2023-06-30,Quilmes,individual
C00307,2023-02-19,Lanús,individual
C01898,2021-10-31,Avellaneda,individual
C04987,2024-07-15,Lanús,individual
C03530,2023-01-04,Ituzaingó,individual
C01249,2020-07-11,Ramos Mejía,empresa
C03775,2020-09-17,Lomas de Zamora,individual
C04660,2020-04-21,Avellaneda,individual
C01057,2022-08-24,Quilmes,empresa
C03688,2023-04-10,Avellaneda,individual
C02006,2025-12-22,Quilmes,individual
C02859,2023-04-13,Ramos Mejía,individual
C03252,2020-03-19,CABA,individual
C04951,2025-02-15,Ramos Mejía,empresa
C01276,2022-05-20,Merlo,individual
C03116,2022-06-10,CABA,individual
C00188,2020-01-11,San Justo,individual
C03319,2022-09-15,Morón,empresa
C02126,2023-02-27,Ituzaingó,individual
C02433,2022-02-01,Quilmes,individual
C01317,2023-05-25,San Justo,individual
C02593,2022-01-26,San Justo,individual
C00931,2021-02-13,Morón,individual
C03681,2022-06-20,La Matanza,individual
C04726,2023-08-11,Ituzaingó,individual
C00735,2023-08-28,Morón,individual
C04463,2021-03-17,Avellaneda,individual
C03243,2022-09-21,La Matanza,empresa
C03398,2020-01-13,Ituzaingó,individual
C03068,2024-07-03,Lanús,individual
C03523,2021-05-07,Quilmes,individual
C00423,2020-11-08,Lomas de Zamora,individual
C01035,2022-09-11,Lomas de Zamora,empresa
C04530,2022-05-22,Quilmes,individual
C04861,2024-04-03,Avellaneda,individual
C02934,2020-04-30,Avellaneda,individual
C03098,2024-07-16,Ituzaingó,empresa
C00190,2021-07-30,San Justo,individual
C02314,2024-02-03,Ramos Mejía,individual
C01704,2020-02-14,San Justo,empresa
C03694,2023-06-28,Lomas de Zamora,individual
C04970,2024-11-16,Avellaneda,individual
C00243,2020-11-15,Lomas de Zamora,empresa
C01778,2024-10-07,Quilmes,individual
C01037,2025-04-17,Lomas de Zamora,empresa
C04518,2025-11-26,Merlo,individual
C01582,2024-03-05,La Matanza,individual
C04975,2022-01-24,Tres de Febrero,individual
C00277,2025-03-16,Lomas de Zamora,individual
C04346,2024-06-18,Morón,individual
C01524,2022-08-31,San Justo,individual
C02576,2021-07-24,Ramos Mejía,empresa
C01782,2021-03-19,Lomas de Zamora,individual
C02678,2020-09-12,La Matanza,individual
C04717,2021-10-18,La Matanza,individual
C03401,2022-01-19,Lanús,individual
C02566,2023-12-15,Quilmes,individual
C04042,2021-09-21,Avellaneda,individual
C01137,2023-07-16,Lanús,individual
C03022,2025-12-01,Lanús,individual
C00394,2022-11-12,Ramos Mejía,individual
C03110,2021-09-10,Lanús,empresa
C00108,2025-08-03,Ituzaingó,individual
C04133,2022-10-20,Ramos Mejía,individual
C02517,2023-01-03,Tres de Febrero,individual
C04350,2023-02-07,Ituzaingó,individual
C03535,2023-11-16,Avellaneda,individual
C02234,2021-09-30,Avellaneda,individual
C01552,2020-02-19,Morón,individual
C00409,2022-08-15,Quilmes,empresa
C02181,2020-04-19,Tres de Febrero,individual
C03315,2021-06-05,Tres de Febrero,individual
C02198,2021-06-30,Avellaneda,individual
C02360,2020-11-25,Ramos Mejía,individual
C02502,2025-03-27,Tres de Febrero,individual
C03730,2024-01-04,Lomas de Zamora,individual
C02162,2020-02-24,CABA,individual
C02382,2024-03-03,Ituzaingó,individual
C02077,2021-05-28,Ituzaingó,empresa
C03362,2025-08-17,Morón,empresa
C03529,2021-05-16,CABA,individual
C00885,2024-11-09,La Matanza,individual
C00337,2025-01-01,Lomas de Zamora,individual
C03728,2022-04-21,Tres de Febrero,individual
C01206,2023-08-25,Avellaneda,empresa
C00336,2020-06-14,Quilmes,individual
C02886,2025-07-12,Ituzaingó,individual
C04113,2023-05-19,Avellaneda,empresa
C00662,2024-10-29,La Matanza,individual
C03165,2021-06-17,CABA,individual
C01420,2024-02-29,Lomas de Zamora,individual
C01635,2023-07-09,La Matanza,individual
C04643,2020-04-12,Ituzaingó,individual
C00787,2023-08-05,Ramos Mejía,individual
C03504,2023-10-31,Avellaneda,individual
C04451,2024-11-12,Lanús,individual
C00049,2021-08-04,La Matanza,individual
C00877,2025-07-25,Quilmes,individual
C04058,2020-12-13,Merlo,individual
C00053,2021-05-26,Ituzaingó,individual
C00992,2024-09-03,Avellaneda,individual
C04144,2022-11-20,La Matanza,individual
C01010,2020-07-20,Ituzaingó,individual
C01972,2020-10-25,Quilmes,individual
C03191,2021-01-24,Lanús,empresa
C02906,2022-05-18,Quilmes,individual
C00515,2022-03-18,Ramos Mejía,empresa
C03765,2023-07-15,San Justo,individual
C03963,2024-04-26,Merlo,individual
C01304,2020-06-22,La Matanza,empresa
C01897,2021-09-10,CABA,individual
C00508,2024-03-19,Avellaneda,individual
C04701,2022-09-26,Lomas de Zamora,individual
C01848,2021-11-11,Lomas de Zamora,empresa
C01576,2025-11-19,Lomas de Zamora,individual
C04663,2023-10-16,Avellaneda,individual
C04928,2025-04-08,Avellaneda,empresa
C02060,2024-10-03,Merlo,individual
C03271,2025-10-16,Avellaneda,individual
C03453,2025-05-14,CABA,individual
C04482,2020-05-26,La Matanza,individual
C00661,2025-04-20,Tres de Febrero,empresa
C04069,2024-10-01,Morón,empresa
C01866,2021-08-08,Quilmes,empresa
C03108,2021-06-15,La Matanza,individual
C03013,2025-11-23,Merlo,individual
C00123,2023-04-06,La Matanza,empresa
C00359,2022-03-29,Ituzaingó,empresa
C02001,2022-02-08,La Matanza,individual
C04268,2021-05-24,Tres de Febrero,individual
C01163,2020-03-03,Lanús,individual
C02287,2022-10-02,Morón,individual
C01839,2025-11-02,Lomas de Zamora,individual
C00257,2021-09-21,La Matanza,individual
C02151,2020-11-18,Quilmes,individual
C00468,2025-09-04,Ramos Mejía,individual
C04381,2023-04-13,Avellaneda,individual
C04447,2023-03-11,Morón,individual
C03636,2020-01-21,Tres de Febrero,individual
C03934,2025-12-18,Morón,individual
C02263,2021-03-07,Ituzaingó,individual
C00407,2023-03-04,La Matanza,individual
C04751,2024-03-21,Merlo,individual
C00895,2020-07-05,La Matanza,individual
C02669,2021-05-12,Morón,individual
C03070,2021-04-05,Ituzaingó,empresa
C01230,2021-11-14,Ramos Mejía,individual
C04164,2025-10-08,Ituzaingó,individual
C00268,2025-05-03,La Matanza,individual
C04706,2020-12-04,San Justo,individual
C04974,2023-12-10,CABA,individual
C02401,2021-05-05,San Justo,individual
C00946,2020-09-01,Avellaneda,individual
C00627,2023-08-22,Quilmes,individual
C01027,2020-12-08,Quilmes,empresa
C02351,2020-04-08,Avellaneda,individual
C00197,2024-04-22,Avellaneda,individual
C03678,2023-08-17,Lanús,individual
C03031,2025-05-23,La Matanza,individual
C02289,2025-12-12,La Matanza,individual
C04303,2020-11-01,CABA,individual
C01462,2021-07-18,Ituzaingó,individual
C00870,2023-02-16,Tres de Febrero,individual
C04168,2025-12-11,Avellaneda,individual
C04679,2022-12-04,San Justo,individual
C00983,2025-04-08,Avellaneda,individual
C02282,2025-07-08,Merlo,individual
C04154,2022-04-15,Ituzaingó,individual
C02579,2020-03-18,La Matanza,individual
C01122,2022-05-03,CABA,individual
C01533,2025-12-05,Avellaneda,individual
C04230,2023-09-30,Lanús,individual
C01460,2022-09-09,Lanús,individual
C02857,2025-10-30,Ramos Mejía,individual
C02394,2024-01-23,Lanús,individual
C01794,2022-06-02,Ramos Mejía,individual
C03262,2022-07-02,La Matanza,individual
C02195,2025-10-21,Quilmes,individual
C02602,2022-11-25,Avellaneda,individual
C03668,2022-04-04,Ituzaingó,empresa
C02701,2023-11-26,Quilmes,empresa
C01626,2021-04-27,Tres de Febrero,individual
C01323,2022-12-15,Avellaneda,individual
C00112,2022-07-05,Morón,individual
C02470,2022-03-09,Ituzaingó,individual
C03096,2023-02-27,Avellaneda,individual
C01592,2025-01-01,Avellaneda,individual
C01661,2025-12-29,Morón,empresa
C03329,2020-09-15,Ituzaingó,individual
C03705,2024-10-11,Ituzaingó,individual
C03906,2025-03-15,Quilmes,individual
C00686,2024-07-20,La Matanza,individual
C04642,2024-09-21,San Justo,individual
C01234,2021-07-06,Quilmes,individual
C03780,2023-02-07,Lanús,individual
C03078,2021-07-09,La Matanza,individual
C00932,2023-08-09,San Justo,empresa
C02411,2024-07-11,Merlo,individual
C04953,2025-04-22,Ramos Mejía,individual
C01109,2024-07-18,CABA,empresa
C03855,2020-12-21,CABA,individual
C02712,2024-11-10,Lomas de Zamora,individual
C01852,2024-12-25,Ituzaingó,individual
C03492,2024-10-27,Tres de Febrero,empresa
C02087,2020-01-05,Lomas de Zamora,individual
C03138,2025-11-24,Merlo,empresa
C03879,2020-05-10,Tres de Febrero,individual
C01201,2023-03-03,Merlo,empresa
C04100,2020-11-05,Morón,individual
C02909,2022-01-05,Merlo,individual
C02276,2024-09-04,Ramos Mejía,individual
C02835,2023-05-14,Quilmes,individual
C00088,2023-04-22,La Matanza,individual
C00771,2024-08-19,Ramos Mejía,individual
C03263,2025-10-15,La Matanza,individual
C00250,2023-08-08,Merlo,individual
C00313,2024-07-13,Lomas de Zamora,individual
C00979,2025-12-12,CABA,individual
C04808,2025-12-30,Morón,individual
C00504,2024-09-19,Ituzaingó,individual
C02258,2023-03-28,Tres de Febrero,empresa
C00706,2025-07-01,Tres de Febrero,individual
C00708,2024-09-01,CABA,individual
C03772,2022-06-14,Ituzaingó,individual
C01566,2025-07-09,Avellaneda,individual
C01151,2021-03-18,Lomas de Zamora,individual
C01633,2023-09-09,Morón,individual
C04741,2024-12-18,La Matanza,individual
C01788,2022-08-18,Lomas de Zamora,individual
C01528,2024-06-09,CABA,individual
C04821,2021-06-18,Ituzaingó,individual
C02742,2023-11-13,Avellaneda,individual
C03825,2022-08-10,La Matanza,individual
C04719,2022-01-02,San Justo,individual
C04923,2020-01-01,La Matanza,individual
C01920,2023-01-12,La Matanza,individual
C03283,2025-05-09,Ituzaingó,individual
C04294,2025-02-22,Ramos Mejía,individual
C03774,2025-01-15,Lomas de Zamora,empresa
C00659,2024-01-15,Tres de Febrero,empresa
C04550,2020-06-28,Lanús,empresa
C00785,2023-05-31,Merlo,individual
C02320,2024-07-24,Tres de Febrero,individual
C04805,2023-12-20,La Matanza,individual
C00014,2021-07-16,San Justo,individual
C02474,2023-01-30,Avellaneda,individual
C02335,2022-08-20,CABA,individual
C00831,2023-12-09,La Matanza,individual
C03725,2023-12-06,San Justo,individual
C02989,2023-11-24,Tres de Febrero,individual
C02762,2022-01-24,Tres de Febrero,empresa
C00996,2020-09-03,CABA,individual
C02068,2025-10-07,Morón,individual
C02403,2025-10-02,Lomas de Zamora,individual
C04881,2023-12-04,Ramos Mejía,empresa
C04383,2021-10-03,Ituzaingó,individual
C01203,2023-11-11,CABA,empresa
C03462,2022-04-28,Lanús,empresa
C00650,2020-08-17,La Matanza,individual
C01997,2025-08-25,San Justo,individual
C02358,2024-12-25,Morón,empresa
C04569,2020-01-06,Lomas de Zamora,individual
C03785,2024-05-26,Quilmes,individual
C04681,2023-02-07,Merlo,individual
C04339,2021-03-25,Avellaneda,individual
C04792,2025-10-15,Avellaneda,individual
C01079,2024-06-05,CABA,individual
C00907,2021-03-10,Ituzaingó,individual
C02976,2022-01-29,Ituzaingó,individual
C03310,2025-09-17,Ramos Mejía,individual
C00806,2021-09-25,Ituzaingó,individual
C00238,2020-04-02,San Justo,individual
C02663,2020-08-03,La Matanza,empresa
C03190,2020-12-25,CABA,individual
C00254,2024-02-16,CABA,individual
C01982,2023-01-27,Merlo,individual
C04402,2022-03-10,Tres de Febrero,individual
C02400,2024-12-31,San Justo,individual
C03605,2024-08-29,Morón,empresa
C04750,2020-09-23,La Matanza,individual
C01992,2021-12-20,Ituzaingó,individual
C03690,2024-03-30,Ituzaingó,individual
C00213,2024-02-20,San Justo,individual
C02497,2020-08-05,Ramos Mejía,individual
C02395,2020-10-14,San Justo,individual
C04234,2023-07-30,Ituzaingó,individual
C04105,2023-10-17,Morón,individual
C01386,2023-08-13,Lomas de Zamora,individual
C00531,2023-09-08,Merlo,individual
C00810,2021-07-18,San Justo,individual
C04406,2020-04-19,Ituzaingó,empresa
C01497,2020-01-11,Ramos Mejía,empresa
C04522,2020-10-05,Merlo,individual
C00499,2023-02-04,Avellaneda,empresa
C03960,2021-07-09,Quilmes,empresa
C02256,2023-09-13,Ituzaingó,individual
C02615,2021-10-31,Lomas de Zamora,individual
C00891,2021-02-04,Tres de Febrero,individual
C02459,2024-02-21,Morón,empresa
C01408,2023-03-10,Ramos Mejía,individual
C04877,2024-10-01,Lomas de Zamora,individual
C02488,2023-09-06,Merlo,individual
C02584,2020-08-27,Ituzaingó,individual
C03311,2021-04-28,Ramos Mejía,individual
C00160,2024-10-19,Ramos Mejía,individual
C03503,2023-10-05,La Matanza,individual
C02245,2025-07-19,Lomas de Zamora,individual
C04858,2023-01-10,CABA,individual
C04971,2021-08-15,Lanús,individual
C03027,2020-03-05,Quilmes,individual
C03390,2023-03-09,Ituzaingó,individual
C02686,2022-04-11,Tres de Febrero,individual
C00558,2023-09-19,Ituzaingó,individual
C04131,2025-12-07,San Justo,individual
C00619,2022-03-25,Ituzaingó,individual
C01247,2025-02-08,Quilmes,individual
C03543,2025-03-09,Ituzaingó,individual
C01846,2020-05-07,CABA,individual
C02676,2025-03-28,Merlo,empresa
C04370,2022-08-28,Morón,individual
C01886,2024-06-11,Ramos Mejía,individual
C01780,2020-01-30,Ituzaingó,individual
C03073,2024-09-10,Ramos Mejía,individual
C04738,2023-01-25,Lanús,individual
C02936,2020-03-24,Quilmes,individual
C02948,2021-05-13,Lanús,individual
C03441,2023-11-25,Ituzaingó,empresa
C03557,2022-10-27,La Matanza,empresa
C02251,2024-10-31,Merlo,individual
C01049,2024-04-11,Avellaneda,individual
C01719,2023-03-08,Morón,individual
C04249,2020-12-09,Ramos Mejía,individual
C01331,2021-11-01,Avellaneda,individual
C01183,2023-09-16,Lomas de Zamora,individual
C00821,2023-04-21,San Justo,individual
C03897,2020-03-02,Tres de Febrero,individual
C00006,2022-08-01,CABA,empresa
C04217,2020-03-15,CABA,individual
C02643,2022-06-11,Ituzaingó,individual
C04729,2024-01-11,Tres de Febrero,individual
C03993,2023-10-13,Lanús,individual
C02994,2025-12-20,Tres de Febrero,individual
C03748,2025-01-30,Ituzaingó,individual
C03574,2023-05-19,Merlo,individual
C04186,2024-06-04,Lomas de Zamora,individual
C01244,2024-12-18,Morón,individual
C04349,2020-08-14,CABA,individual
C01854,2023-06-01,Ituzaingó,individual
C04866,2021-11-24,Tres de Febrero,individual
C01987,2023-10-27,San Justo,individual
C02871,2021-01-16,Avellaneda,individual
C04800,2021-02-12,San Justo,individual
C00089,2023-05-02,La Matanza,individual
C03591,2022-09-25,CABA,individual
C02797,2022-05-23,Tres de Febrero,individual
C03822,2022-07-13,Lanús,individual
C03992,2021-10-28,Merlo,individual
C03438,2020-05-13,Merlo,individual
C04634,2020-09-07,Morón,individual
C00808,2020-09-29,Lanús,individual
C04947,2021-06-05,Ituzaingó,individual
C02819,2022-02-19,Avellaneda,individual
C02156,2022-07-25,Tres de Febrero,individual
C00729,2025-08-08,La Matanza,individual
C00741,2022-07-27,San Justo,individual
C03977,2024-12-31,Lomas de Zamora,individual
C01381,2023-04-14,Ramos Mejía,individual
C04592,2024-12-19,Lomas de Zamora,individual
C02408,2021-01-21,Avellaneda,individual
C04654,2023-07-08,San Justo,individual
C04715,2021-11-21,Tres de Febrero,empresa
C02987,2022-04-24,San Justo,individual
C02023,2021-05-07,Lanús,individual
C04158,2025-01-23,Ramos Mejía,individual
C03588,2023-12-29,San Justo,individual
C03674,2020-10-13,Morón,empresa
C01212,2025-01-13,Morón,individual
C02065,2021-06-19,Quilmes,individual
C03247,2021-03-23,Lomas de Zamora,individual
C02708,2022-01-08,Lanús,individual
C00582,2021-02-04,San Justo,individual
C00772,2021-06-09,Lomas de Zamora,individual
C04564,2025-11-12,Ramos Mejía,empresa
C04335,2022-09-15,Lanús,individual
C04082,2022-07-26,Lanús,individual
C01455,2022-05-06,Merlo,individual
C00986,2025-01-22,Lomas de Zamora,individual
C04490,2023-12-07,Merlo,empresa
C01159,2024-04-14,Lomas de Zamora,individual
C03936,2022-02-15,Ramos Mejía,empresa
C04358,2020-03-09,Lomas de Zamora,individual
C00196,2024-06-03,Lomas de Zamora,individual
C04813,2022-11-14,San Justo,individual
C00387,2023-03-24,Tres de Febrero,empresa
C03554,2025-04-09,Ituzaingó,individual
C00809,2021-09-15,La Matanza,individual
C02380,2022-08-01,CABA,empresa
C03046,2021-12-01,La Matanza,individual
C02116,2024-12-07,Merlo,individual
C01553,2024-05-23,Lanús,individual
C04003,2023-07-26,Avellaneda,individual
C00293,2021-10-11,Quilmes,individual
C01512,2021-03-18,Merlo,individual
C01170,2024-11-29,Ituzaingó,empresa
C02605,2021-05-19,Ituzaingó,empresa
C02055,2023-05-31,Ituzaingó,individual
C03114,2022-07-15,Quilmes,individual
C04562,2021-02-08,Ituzaingó,individual
C00851,2022-04-02,Quilmes,individual
C04645,2020-04-08,Tres de Febrero,individual
C03903,2020-07-05,Tres de Febrero,individual
C03926,2023-12-14,Tres de Febrero,individual
C01429,2023-04-19,Lomas de Zamora,individual
C01860,2025-08-25,Merlo,individual
C02768,2024-10-03,CABA,individual
C02978,2020-05-20,Morón,individual
C01158,2024-05-04,Lanús,individual
C01277,2023-02-09,Ramos Mejía,individual
C03659,2023-11-27,Avellaneda,individual
C01310,2024-05-10,Morón,individual
C01297,2024-05-11,Avellaneda,empresa
C01202,2025-05-24,Avellaneda,individual
C03907,2022-07-20,Morón,individual
C03665,2021-11-08,Lomas de Zamora,empresa
C00565,2024-01-01,Merlo,empresa
C00131,2022-04-18,San Justo,individual
C04264,2021-07-26,Lanús,individual
C02512,2025-08-21,Lomas de Zamora,individual
C03478,2023-12-04,Lanús,individual
C04526,2020-09-30,Quilmes,individual
C00695,2025-06-18,San Justo,empresa
C01942,2025-07-11,Ramos Mejía,individual
C00461,2020-08-22,Ramos Mejía,individual
C00032,2023-12-26,La Matanza,individual
C02625,2021-10-10,Tres de Febrero,empresa
C04960,2025-04-02,Avellaneda,individual
C04441,2022-07-13,Lomas de Zamora,individual
C02633,2023-03-10,La Matanza,individual
C04151,2023-05-27,Lomas de Zamora,empresa
C04347,2025-12-26,Lanús,individual
C03654,2024-06-17,Merlo,individual
C02962,2023-03-30,Morón,individual
C01164,2022-01-24,Lomas de Zamora,individual
C01224,2022-04-29,Ramos Mejía,individual
C01416,2023-06-14,CABA,individual
C01228,2024-03-27,Lanús,individual
C04501,2022-04-26,Ramos Mejía,individual
C02649,2021-04-06,CABA,individual
C01773,2021-04-04,Merlo,empresa
C02545,2021-04-13,Quilmes,individual
C03901,2024-09-22,Merlo,empresa
C02637,2021-08-29,Lanús,individual
C03849,2025-07-23,CABA,individual
C00667,2020-10-30,Avellaneda,individual
C03192,2022-12-20,Ramos Mejía,individual
C01597,2025-12-09,La Matanza,individual
C00090,2025-02-25,La Matanza,individual
C01621,2024-11-14,Merlo,individual
C02675,2020-09-07,Lanús,individual
C04507,2020-12-15,La Matanza,individual
C01926,2025-08-11,Ramos Mejía,individual
C00570,2025-02-17,Ramos Mejía,individual
C02137,2024-04-21,Merlo,individual
C00158,2022-05-16,Ramos Mejía,individual
C04393,2024-12-29,Ramos Mejía,individual
C03217,2025-05-03,Morón,empresa
C04193,2025-08-05,Ramos Mejía,empresa
C01685,2021-06-10,Lomas de Zamora,empresa
C04860,2025-10-01,CABA,empresa
C02736,2020-08-01,Lomas de Zamora,individual
C01354,2022-09-11,Ituzaingó,individual
C00879,2025-05-09,Ramos Mejía,individual
C01563,2020-12-29,Ituzaingó,individual
C02437,2023-06-10,Quilmes,individual
C01677,2020-08-09,Morón,individual
C00923,2021-05-26,San Justo,individual
C00185,2023-09-27,Avellaneda,individual
C00016,2024-02-25,CABA,empresa
C00388,2025-10-10,Ituzaingó,individual
C03058,2025-09-14,Quilmes,individual
C04052,2022-03-18,San Justo,individual
C02814,2025-06-08,Morón,individual
C04108,2024-02-24,San Justo,individual
C01350,2025-07-22,Quilmes,individual
C00255,2024-07-06,Morón,individual
C00550,2022-04-27,Lanús,individual
C00087,2022-10-24,San Justo,individual
C00803,2021-10-07,San Justo,individual
C00224,2023-09-11,Lanús,individual
C00755,2021-03-27,CABA,individual
C03364,2024-12-17,San Justo,individual
C03641,2025-05-27,Ituzaingó,individual
C01447,2023-08-17,Ramos Mejía,individual
C01141,2022-08-11,Morón,empresa
C02285,2023-05-20,CABA,individual
C02930,2025-03-02,Ramos Mejía,individual
C01328,2023-03-14,Lomas de Zamora,individual
C02155,2021-11-15,Lomas de Zamora,individual
C01659,2023-02-26,Quilmes,empresa
C04180,2024-02-11,Tres de Febrero,individual
C01123,2024-09-14,Quilmes,individual
C02964,2020-03-11,Avellaneda,individual
C02626,2024-02-26,Tres de Febrero,individual
C01841,2020-12-11,Merlo,individual
C04602,2023-12-08,CABA,individual
C02301,2025-09-01,Merlo,individual
C02368,2020-09-03,Ramos Mejía,individual
C03791,2020-04-21,Lomas de Zamora,individual
C02024,2020-08-08,Ramos Mejía,individual
C04512,2025-12-23,Ituzaingó,empresa
C04056,2022-08-08,Lanús,individual
C01484,2023-07-10,Avellaneda,individual
C04494,2020-05-13,Ramos Mejía,individual
C02329,2023-07-19,La Matanza,individual
C02186,2023-06-12,Avellaneda,individual
C02210,2022-01-30,Lanús,individual
C02528,2021-08-05,CABA,empresa
C04293,2022-10-30,Lomas de Zamora,individual
C04969,2022-03-10,San Justo,individual
C02000,2020-08-28,CABA,individual
C00168,2020-12-13,Ramos Mejía,individual
C02853,2024-08-27,Morón,individual
C00756,2023-02-13,Ituzaingó,individual
C01376,2020-09-10,Ramos Mejía,individual
C01252,2024-06-03,La Matanza,individual
C04094,2024-12-20,La Matanza,individual
C00947,2025-08-19,Ituzaingó,individual
C03796,2023-10-14,CABA,empresa
C03551,2020-07-25,Lomas de Zamora,individual
C00332,2024-05-02,Ituzaingó,empresa
C01360,2024-05-26,San Justo,individual
C04174,2025-12-26,San Justo,empresa
C01609,2021-11-03,Lomas de Zamora,individual
C02482,2021-03-02,Ramos Mejía,individual
C01243,2022-01-16,Merlo,individual
C00543,2020-12-05,Ituzaingó,individual
C01357,2025-03-08,Avellaneda,individual
C03049,2023-03-14,La Matanza,individual
C04087,2024-07-03,Lanús,individual
C01213,2020-10-04,Lanús,individual
C01256,2021-10-30,Tres de Febrero,individual
C00544,2025-05-01,La Matanza,empresa
C04030,2025-06-05,San Justo,individual
C00825,2021-04-16,Tres de Febrero,individual
C00757,2025-07-01,Merlo,individual
C03005,2022-07-09,Avellaneda,individual
C00320,2020-05-22,Ituzaingó,individual
C04018,2025-02-28,Merlo,individual
C02331,2024-06-11,CABA,individual
C04218,2023-04-30,Morón,individual
C01334,2022-09-25,Tres de Febrero,individual
C01272,2023-10-02,Tres de Febrero,individual
C04746,2020-10-05,Merlo,individual
C04523,2025-06-12,Ituzaingó,individual
C02066,2020-03-09,Ramos Mejía,individual
C02277,2022-11-22,Ituzaingó,empresa
C04137,2024-05-16,Merlo,individual
C01612,2025-03-13,Ituzaingó,individual
C04414,2025-04-15,San Justo,individual
C02582,2022-03-08,Tres de Febrero,individual
C01880,2021-11-14,Tres de Febrero,individual
C02242,2022-08-23,Lanús,empresa
C00420,2021-08-27,Lanús,individual
C03519,2023-09-26,Ituzaingó,empresa
C01672,2022-10-25,Lomas de Zamora,individual
C04495,2022-01-01,Lanús,individual
C01963,2024-04-05,Lomas de Zamora,individual
C02919,2025-01-27,Tres de Febrero,individual
C02051,2025-05-04,Quilmes,individual
C01314,2021-08-24,Merlo,individual
C03189,2023-10-06,San Justo,individual
C03961,2020-05-08,CABA,individual
C03405,2023-12-29,Quilmes,individual
C04400,2025-12-04,Ituzaingó,individual
C00610,2023-01-17,Quilmes,empresa
C00215,2023-07-12,Morón,individual
C01014,2021-04-01,Lomas de Zamora,empresa
C02552,2022-05-02,CABA,empresa
C00334,2021-11-05,Ituzaingó,individual
C00773,2020-02-16,Morón,individual
C00876,2024-08-28,Morón,individual
C04662,2025-11-06,Morón,individual
C01537,2021-03-26,Lomas de Zamora,individual
C03443,2020-02-20,La Matanza,individual
C01567,2024-12-06,Tres de Febrero,individual
C00592,2021-02-18,Tres de Febrero,individual
C01722,2020-01-13,CABA,empresa
C03103,2020-04-12,Lanús,individual
C01196,2021-01-31,San Justo,individual
C01989,2022-06-26,Tres de Febrero,individual
C00905,2023-01-11,Avellaneda,individual
C01646,2024-03-22,Avellaneda,individual
C02227,2023-08-11,Quilmes,individual
C00878,2020-03-15,Lanús,individual
C04555,2021-01-13,Morón,individual
C00161,2020-04-16,Quilmes,empresa
C00889,2021-05-22,Tres de Febrero,individual
C02007,2022-09-08,La Matanza,individual
C02732,2025-01-31,La Matanza,individual
C00846,2025-08-01,Lanús,individual
C03615,2025-02-11,Avellaneda,individual
C02270,2024-12-27,Ramos Mejía,individual
C01346,2024-03-11,Merlo,individual
C02255,2023-01-20,La Matanza,individual
C01605,2021-09-06,Quilmes,individual
C01849,2021-08-30,Lanús,individual
C02455,2022-08-21,Ramos Mejía,individual
C00063,2021-12-16,Ramos Mejía,empresa
C01362,2023-11-26,Lanús,individual
C04869,2022-09-12,Lomas de Zamora,empresa
C03647,2021-05-17,Tres de Febrero,individual
C01039,2021-03-05,Ituzaingó,individual
C01108,2025-05-24,Ramos Mejía,individual
C00416,2020-02-14,La Matanza,empresa
C04302,2020-06-03,CABA,individual
C01461,2020-10-11,Quilmes,individual
C04479,2023-01-05,Avellaneda,individual
C02767,2021-01-24,San Justo,individual
C04956,2020-02-06,Ramos Mejía,empresa
C00944,2020-11-05,Ramos Mejía,individual
C00628,2024-10-12,Merlo,individual
C00331,2023-04-18,Morón,empresa
C02254,2024-02-22,Avellaneda,individual
C01223,2022-04-04,Lanús,individual
C03000,2024-07-02,San Justo,individual
C00435,2020-01-11,Lomas de Zamora,individual
C03769,2025-02-20,CABA,individual
C00385,2020-04-18,Lanús,individual
C04336,2025-12-29,Lomas de Zamora,individual
C03881,2024-06-16,Tres de Febrero,empresa
C00526,2021-04-03,Merlo,individual
C03278,2020-08-10,Merlo,individual
C01300,2021-10-13,San Justo,individual
C04329,2020-10-12,Ituzaingó,individual
C00191,2025-12-28,Ituzaingó,empresa
C02381,2025-07-03,Merlo,individual
C04556,2023-12-12,Merlo,individual
C01100,2024-09-08,Morón,individual
C00472,2025-02-10,Merlo,individual
C01818,2022-08-22,Merlo,individual
C01622,2022-02-23,San Justo,individual
C00322,2024-11-29,Quilmes,individual
C00218,2024-06-25,Quilmes,individual
C01048,2023-04-04,Quilmes,individual
C04075,2023-05-01,Tres de Febrero,individual
C01098,2024-04-09,Ituzaingó,individual
C04711,2025-11-07,Quilmes,individual
C02810,2020-09-22,Morón,individual
C01292,2023-02-24,Avellaneda,individual
C00175,2021-07-07,CABA,individual
C00380,2023-09-25,Lomas de Zamora,individual
C00148,2022-06-28,La Matanza,individual
C04977,2025-08-18,CABA,individual
