transaction_id,customer_id,product_id,date,quantity,unit_price,discount,total_amount,product_category,channel,payment_method
T00001227,C02952,P0020,2021-06-11,1,64701,1918.19,62782.81,repuesto,telefono,transferencia
T00001228,C02480,P0141,2021-06-11,1,108487,8929.6,99557.4,service,concesionario,transferencia
T00001229,C04450,P0134,2021-06-11,1,444465,79579.83,364885.17,reparacion,concesionario,financiacion
T00001230,C03309,P0208,2021-06-11,1,65433,12810.61,52622.39,service,telefono,efectivo
T00001231,C01865,P0117,2021-06-12,2,139387,60317.36,218456.64,repuesto,telefono,transferencia
T00001232,C03840,P0237,2021-06-12,5,140220,137761.71,563338.29,repuesto,online,efectivo
T00001233,C03422,P0108,2021-06-12,1,44621,4783.29,39837.71,service,online,tarjeta
T00001234,C04731,P0066,2021-06-12,1,65783,6162.23,59620.77,reparacion,online,efectivo
T00001235,C03434,P0218,2021-06-12,3,177713,45293.12,487845.88,repuesto,telefono,tarjeta
T00001236,C04809,P0012,2021-06-12,5,186015,69671.27,860403.73,repuesto,telefono,efectivo
T00001237,C02706,P0291,2021-06-12,1,130578,31901.62,98676.38,reparacion,telefono,tarjeta
T00001238,C00522,P0274,2021-06-12,1,157062,37250.89,119811.11,reparacion,online,transferencia
T00001239,C02496,P0048,2021-06-13,5,91203,109664.56,346350.44,repuesto,concesionario,efectivo
T00001240,C04943,P0251,2021-06-13,1,51566,10654.5,40911.5,repuesto,concesionario,transferencia
T00001241,C02326,P0106,2021-06-13,1,139451,33572.64,105878.36,service,concesionario,financiacion
T00001242,C04248,P0006,2021-06-13,4,23344,1341.19,92034.81,repuesto,concesionario,financiacion
T00001243,C00908,P0067,2021-06-13,1,265409,25950.71,239458.29,reparacion,telefono,tarjeta
T00001244,C01692,P0067,2021-06-13,4,23025,21991.1,70108.9,repuesto,concesionario,financiacion
T00001245,C01301,P0295,2021-06-13,1,113018,18783.38,94234.62,service,online,transferencia
T00001246,C00061,P0074,2021-06-13,4,184525,50825.75,687274.25,repuesto,online,efectivo
T00001247,C04308,P0169,2021-06-13,1,367114,74117.18,292996.82,reparacion,telefono,tarjeta
T00001248,C02359,P0234,2021-06-14,1,156029,28759.68,127269.32,repuesto,online,financiacion
T00001249,C01435,P0213,2021-06-14,1,127928,25904.93,102023.07,service,concesionario,transferencia
T00001250,C03152,P0094,2021-06-14,1,434431,46926.87,387504.13,reparacion,telefono,efectivo
T00001251,C01294,P0141,2021-06-14,1,143953,1571.41,142381.59,service,telefono,financiacion
T00001252,C03370,P0284,2021-06-14,2,22496,10221.47,34770.53,repuesto,concesionario,financiacion
T00001253,C02671,P0210,2021-06-15,1,33791,4261.0,29530.0,service,online,transferencia
T00001254,C00219,P0038,2021-06-15,1,86330,963.34,85366.66,service,telefono,tarjeta
T00001255,C01593,P0204,2021-06-15,1,117774,11758.02,106015.98,service,concesionario,efectivo
T00001256,C02680,P0238,2021-06-15,1,112943,25896.05,87046.95,service,online,tarjeta
T00001257,C03586,P0072,2021-06-15,1,91883,15092.3,76790.7,service,online,financiacion
T00001258,C04973,P0052,2021-06-16,1,139437,29229.34,110207.66,reparacion,concesionario,financiacion
T00001259,C00636,P0006,2021-06-16,1,117182,11450.13,105731.87,service,telefono,financiacion
T00001260,C00283,P0273,2021-06-16,1,66935,2977.61,63957.39,service,concesionario,tarjeta
T00001261,C00843,P0200,2021-06-16,5,171406,137341.67,719688.33,repuesto,telefono,financiacion
T00001262,C03092,P0104,2021-06-16,1,98407,114.79,98292.21,service,concesionario,financiacion
T00001263,C03455,P0015,2021-06-16,1,154850,3537.8,151312.2,reparacion,concesionario,financiacion
T00001264,C01807,P0050,2021-06-17,1,406494,67980.98,338513.02,reparacion,telefono,transferencia
T00001265,C02680,P0166,2021-06-17,4,16537,8475.21,57672.79,repuesto,telefono,transferencia
T00001266,C00990,P0119,2021-06-17,4,147004,138025.47,449990.53,repuesto,concesionario,efectivo
T00001267,C02591,P0007,2021-06-17,1,42756,160.28,42595.72,service,online,transferencia
T00001268,C03023,P0023,2021-06-17,3,22305,10872.77,56042.23,repuesto,concesionario,transferencia
T00001269,C00835,P0275,2021-06-18,1,120603,18056.35,102546.65,service,telefono,transferencia
T00001270,C03184,P0069,2021-06-18,1,32418,4861.62,27556.38,service,online,transferencia
T00001271,C03950,P0035,2021-06-18,3,185256,135888.27,419879.73,repuesto,online,efectivo
T00001272,C01905,P0258,2021-06-18,4,158363,60553.48,572898.52,repuesto,telefono,efectivo
T00001273,C01017,P0159,2021-06-18,1,100786,19122.66,81663.34,service,concesionario,tarjeta
T00001274,C03069,P0256,2021-06-18,1,167467,2508.78,164958.22,repuesto,online,transferencia
T00001275,C01951,P0228,2021-06-18,1,46789,7510.09,39278.91,service,telefono,financiacion
T00001276,C00325,P0267,2021-06-18,1,61620,9914.69,51705.31,service,online,financiacion
T00001277,C01687,P0277,2021-06-18,3,65033,16716.49,178382.51,repuesto,concesionario,transferencia
T00001278,C04982,P0196,2021-06-19,1,415050,74657.35,340392.65,reparacion,telefono,financiacion
T00001279,C04028,P0036,2021-06-19,1,102546,154.91,102391.09,service,concesionario,efectivo
T00001280,C01423,P0282,2021-06-19,2,42101,2643.12,81558.88,repuesto,concesionario,transferencia
T00001281,C01619,P0126,2021-06-19,4,116736,36358.94,430585.06,repuesto,online,transferencia
T00001282,C01650,P0140,2021-06-19,3,84456,36511.71,216856.29,repuesto,online,efectivo
T00001283,C01375,P0242,2021-06-19,1,238524,23747.72,214776.28,reparacion,online,tarjeta
T00001284,C03949,P0011,2021-06-19,4,197656,150282.69,640341.31,repuesto,online,tarjeta
T00001285,C02460,P0276,2021-06-19,1,447860,101491.46,346368.54,reparacion,concesionario,transferencia
T00001286,C02321,P0193,2021-06-19,1,80771,6175.9,74595.1,service,telefono,tarjeta
T00001287,C01604,P0080,2021-06-19,1,37911,6775.3,31135.7,service,concesionario,efectivo
T00001288,C03066,P0252,2021-06-19,1,85202790,15557361.51,69645428.49,auto,online,tarjeta
T00001289,C04011,P0158,2021-06-19,1,439123,40964.13,398158.87,reparacion,telefono,efectivo
T00001290,C01020,P0198,2021-06-20,1,25089,6225.04,18863.96,service,telefono,transferencia
T00001291,C02856,P0261,2021-06-20,1,77186,18468.62,58717.38,service,telefono,tarjeta
T00001292,C03474,P0127,2021-06-20,1,101516,16519.35,84996.65,repuesto,concesionario,tarjeta
T00001293,C00232,P0076,2021-06-20,1,66508204,10490882.95,56017321.05,auto,online,tarjeta
T00001294,C04933,P0297,2021-06-20,1,127262,8090.3,119171.7,reparacion,telefono,transferencia
T00001295,C03149,P0204,2021-06-20,1,30389075,4895660.16,25493414.84,auto,telefono,efectivo
T00001296,C03497,P0130,2021-06-20,4,54498,9037.05,208954.95,repuesto,telefono,financiacion
T00001297,C03372,P0046,2021-06-20,4,144775,84849.7,494250.3,repuesto,concesionario,financiacion
T00001298,C03261,P0158,2021-06-21,1,191044,35760.1,155283.9,reparacion,concesionario,transferencia
T00001299,C03423,P0269,2021-06-21,1,50827,1230.91,49596.09,reparacion,online,financiacion
T00001300,C01101,P0102,2021-06-21,2,49730,9315.71,90144.29,repuesto,online,transferencia
T00001301,C01742,P0096,2021-06-21,4,33898,19223.29,116368.71,repuesto,concesionario,efectivo
T00001302,C03349,P0226,2021-06-21,3,55301,40768.47,125134.53,repuesto,telefono,efectivo
T00001303,C00703,P0194,2021-06-21,1,137097,2735.42,134361.58,reparacion,concesionario,financiacion
T00001304,C03915,P0249,2021-06-21,1,23888,3497.48,20390.52,service,telefono,efectivo
T00001305,C00060,P0299,2021-06-21,1,53712753,10095294.42,43617458.58,auto,concesionario,efectivo
T00001306,C04940,P0267,2021-06-21,1,123781,224.72,123556.28,service,online,tarjeta
T00001307,C03038,P0176,2021-06-21,5,93350,50111.87,416638.13,repuesto,online,transferencia
T00001308,C00469,P0183,2021-06-21,1,398692,39716.83,358975.17,reparacion,online,efectivo
T00001309,C01138,P0014,2021-06-21,1,71929804,13041236.48,58888567.52,auto,telefono,efectivo
T00001310,C02037,P0189,2021-06-21,1,196521,46725.91,149795.09,reparacion,online,tarjeta
T00001311,C02640,P0009,2021-06-21,2,178074,278.61,355869.39,repuesto,telefono,financiacion
T00001312,C03640,P0120,2021-06-22,1,473392,87082.0,386310.0,reparacion,telefono,tarjeta
T00001313,C02854,P0220,2021-06-22,1,100293,19907.17,80385.83,service,online,efectivo
T00001314,C01173,P0267,2021-06-22,5,82034,20003.68,390166.32,repuesto,telefono,efectivo
T00001315,C04496,P0240,2021-06-23,1,124440,2709.37,121730.63,service,concesionario,tarjeta
T00001316,C01974,P0125,2021-06-23,1,302795,50161.18,252633.82,reparacion,concesionario,transferencia
T00001317,C00240,P0083,2021-06-23,1,177948,4692.03,173255.97,repuesto,online,tarjeta
T00001318,C01009,P0070,2021-06-23,3,62770,31350.45,156959.55,repuesto,telefono,tarjeta
T00001319,C01834,P0295,2021-06-23,1,110673,9208.02,101464.98,service,telefono,efectivo
T00001320,C04604,P0224,2021-06-23,4,103830,67896.48,347423.52,repuesto,concesionario,transferencia
T00001321,C00731,P0175,2021-06-24,1,58138,1274.39,56863.61,service,telefono,transferencia
T00001322,C02568,P0195,2021-06-24,5,35436,16288.91,160891.09,repuesto,telefono,efectivo
T00001323,C03180,P0217,2021-06-24,1,97340,13033.9,84306.1,service,online,financiacion
T00001324,C04840,P0114,2021-06-24,5,38110,31619.05,158930.95,repuesto,concesionario,tarjeta
T00001325,C02432,P0113,2021-06-24,1,79821057,6304391.3,73516665.7,auto,online,tarjeta
T00001326,C00282,P0164,2021-06-24,1,57144,2083.91,55060.09,service,online,efectivo
T00001327,C03919,P0111,2021-06-24,1,131105,23157.15,107947.85,service,online,financiacion
T00001328,C02730,P0079,2021-06-24,1,103751,25448.64,78302.36,repuesto,telefono,transferencia
T00001329,C00431,P0092,2021-06-25,1,474892,26721.19,448170.81,reparacion,online,tarjeta
T00001330,C01305,P0012,2021-06-25,1,126825,20902.36,105922.64,service,telefono,tarjeta
T00001331,C02854,P0201,2021-06-25,1,108853,12883.34,95969.66,service,online,efectivo
T00001332,C01599,P0281,2021-06-25,3,79197,41363.19,196227.81,repuesto,online,efectivo
T00001333,C00444,P0156,2021-06-25,1,118601,23461.57,95139.43,service,online,transferencia
T00001334,C01187,P0108,2021-06-25,4,120837,35173.42,448174.58,repuesto,concesionario,transferencia
T00001335,C04716,P0053,2021-06-25,3,7394,4025.8,18156.2,repuesto,telefono,transferencia
T00001336,C01379,P0029,2021-06-25,1,148804,15888.96,132915.04,service,concesionario,financiacion
T00001337,C00962,P0264,2021-06-25,1,144179,34064.57,110114.43,reparacion,telefono,financiacion
T00001338,C00974,P0124,2021-06-25,4,43946,10766.81,165017.19,repuesto,online,tarjeta
T00001339,C03076,P0046,2021-06-26,1,98139,23419.78,74719.22,service,online,tarjeta
T00001340,C00096,P0062,2021-06-26,1,105615,11752.79,93862.21,service,concesionario,efectivo
T00001341,C04176,P0116,2021-06-26,1,104070,17400.3,86669.7,service,concesionario,tarjeta
T00001342,C04857,P0093,2021-06-26,1,117695,2782.11,114912.89,service,online,tarjeta
T00001343,C04682,P0065,2021-06-27,1,418436,45364.37,373071.63,reparacion,concesionario,financiacion
T00001344,C04404,P0095,2021-06-27,1,139128,29989.41,109138.59,service,online,efectivo
T00001345,C04343,P0251,2021-06-27,1,127146,17050.81,110095.19,service,concesionario,efectivo
T00001346,C04908,P0093,2021-06-27,1,59385,2682.19,56702.81,repuesto,concesionario,tarjeta
T00001347,C04712,P0106,2021-06-27,1,114511,1120.58,113390.42,reparacion,telefono,transferencia
T00001348,C00287,P0044,2021-06-27,1,53654,11420.93,42233.07,service,concesionario,financiacion
T00001349,C00001,P0128,2021-06-28,1,91359,3919.37,87439.63,service,online,efectivo
T00001350,C02404,P0274,2021-06-28,1,322337,72898.09,249438.91,reparacion,online,transferencia
T00001351,C02885,P0276,2021-06-28,3,187216,73388.61,488259.39,repuesto,telefono,transferencia
T00001352,C01541,P0073,2021-06-28,1,178701,10592.52,168108.48,repuesto,online,transferencia
T00001353,C04848,P0184,2021-06-28,1,365697,50472.64,315224.36,reparacion,online,transferencia
T00001354,C02136,P0196,2021-06-28,1,115628,15894.47,99733.53,repuesto,telefono,transferencia
T00001355,C03485,P0074,2021-06-28,1,30912,7300.95,23611.05,service,telefono,transferencia
T00001356,C01579,P0191,2021-06-28,1,116033,7814.81,108218.19,service,telefono,transferencia
T00001357,C03553,P0195,2021-06-28,1,40118,3172.94,36945.06,service,concesionario,transferencia
T00001358,C04493,P0209,2021-06-29,1,36334,4827.61,31506.39,service,concesionario,financiacion
T00001359,C01199,P0116,2021-06-29,3,100110,58419.51,241910.49,repuesto,online,efectivo
T00001360,C03102,P0054,2021-06-29,1,148383,35937.38,112445.62,service,concesionario,transferencia
T00001361,C04011,P0049,2021-06-29,5,85360,87637.32,339162.68,repuesto,telefono,financiacion
T00001362,C00812,P0025,2021-06-29,5,78923,26740.49,367874.51,repuesto,concesionario,financiacion
T00001363,C04356,P0283,2021-06-29,1,254243,11483.68,242759.32,reparacion,telefono,tarjeta
T00001364,C04208,P0080,2021-06-29,3,38442,273.83,115052.17,repuesto,telefono,transferencia
T00001365,C00434,P0190,2021-06-30,1,94391,17354.31,77036.69,service,telefono,transferencia
T00001366,C02900,P0240,2021-06-30,4,114640,20991.1,437568.9,repuesto,telefono,financiacion
T00001367,C01875,P0157,2021-06-30,1,76068,9900.15,66167.85,service,telefono,efectivo
T00001368,C00739,P0041,2021-06-30,1,263130,50690.57,212439.43,reparacion,concesionario,transferencia
T00001369,C00693,P0147,2021-06-30,1,136566,19642.18,116923.82,reparacion,telefono,tarjeta
T00001370,C03474,P0261,2021-06-30,1,55607,13375.8,42231.2,reparacion,telefono,transferencia
T00001371,C03322,P0008,2021-06-30,5,140007,122135.45,577899.55,repuesto,telefono,transferencia
T00001372,C03482,P0274,2021-06-30,1,441075,803.89,440271.11,reparacion,telefono,financiacion
T00001373,C04327,P0022,2021-06-30,1,116859,19316.04,97542.96,service,telefono,tarjeta
T00001374,C04289,P0116,2021-06-30,1,403643,93865.7,309777.3,reparacion,concesionario,efectivo
T00001375,C00418,P0217,2021-06-30,1,37474,4812.45,32661.55,service,online,tarjeta
T00001376,C02047,P0277,2021-07-01,1,147104,4164.28,142939.72,service,concesionario,financiacion
T00001377,C00019,P0292,2021-07-01,1,58475,3870.33,54604.67,service,online,transferencia
T00001378,C00291,P0238,2021-07-01,1,387103,49890.71,337212.29,reparacion,telefono,tarjeta
T00001379,C02692,P0153,2021-07-01,1,20772,3196.45,17575.55,service,online,efectivo
T00001380,C00073,P0052,2021-07-01,1,42985664,4320790.94,38664873.06,auto,online,tarjeta
T00001381,C01260,P0211,2021-07-01,1,89349,11488.46,77860.54,service,concesionario,tarjeta
T00001382,C03239,P0192,2021-07-01,1,51572518,2915075.12,48657442.88,auto,online,financiacion
T00001383,C02208,P0056,2021-07-01,1,43878,5884.34,37993.66,service,online,tarjeta
T00001384,C00048,P0184,2021-07-01,1,66365,12395.18,53969.82,service,telefono,transferencia
T00001385,C03233,P0216,2021-07-01,1,57342,577.09,56764.91,service,telefono,financiacion
T00001386,C03927,P0137,2021-07-01,1,134049,22326.02,111722.98,reparacion,concesionario,tarjeta
T00001387,C03276,P0257,2021-07-02,2,134910,21915.3,247904.7,repuesto,telefono,tarjeta
T00001388,C00174,P0065,2021-07-02,1,145524,3924.77,141599.23,service,concesionario,financiacion
T00001389,C02803,P0220,2021-07-02,2,184421,4798.62,364043.38,repuesto,telefono,efectivo
T00001390,C00677,P0220,2021-07-02,1,57940,4088.01,53851.99,service,concesionario,transferencia
T00001391,C00943,P0135,2021-07-02,2,53984,7588.5,100379.5,repuesto,telefono,transferencia
T00001392,C00845,P0258,2021-07-02,2,117501,27841.44,207160.56,repuesto,telefono,transferencia
T00001393,C01219,P0118,2021-07-02,1,132049,19516.72,112532.28,service,concesionario,transferencia
T00001394,C01198,P0219,2021-07-03,1,55895,13839.59,42055.41,service,concesionario,transferencia
T00001395,C04301,P0157,2021-07-03,1,26678,2536.76,24141.24,service,telefono,transferencia
T00001396,C04177,P0219,2021-07-03,1,75846,9086.26,66759.74,service,telefono,efectivo
T00001397,C02876,P0215,2021-07-03,1,55290,5025.53,50264.47,service,concesionario,financiacion
T00001398,C00428,P0165,2021-07-03,1,145290,1485.2,143804.8,reparacion,concesionario,financiacion
T00001399,C02067,P0252,2021-07-03,1,163996,17666.78,146329.22,repuesto,online,financiacion
T00001400,C04521,P0067,2021-07-04,1,32699,5468.48,27230.52,service,online,financiacion
T00001401,C03045,P0122,2021-07-04,5,99734,65931.91,432738.09,repuesto,telefono,financiacion
T00001402,C00872,P0067,2021-07-04,1,70338,1533.92,68804.08,service,telefono,efectivo
T00001403,C03652,P0051,2021-07-04,1,43559565,2100959.57,41458605.43,auto,concesionario,financiacion
T00001404,C01655,P0274,2021-07-04,1,82154,20325.82,61828.18,service,telefono,transferencia
T00001405,C02069,P0287,2021-07-04,1,43730441,4572154.91,39158286.09,auto,online,financiacion
T00001406,C03573,P0035,2021-07-04,1,114021,3347.34,110673.66,service,online,tarjeta
T00001407,C02246,P0067,2021-07-04,1,137086,5721.12,131364.88,repuesto,online,efectivo
T00001408,C01559,P0204,2021-07-04,1,81873,16259.78,65613.22,reparacion,online,efectivo
T00001409,C04608,P0200,2021-07-04,1,118399,15074.51,103324.49,service,online,financiacion
T00001410,C01785,P0005,2021-07-05,1,20471,818.86,19652.14,service,telefono,tarjeta
T00001411,C01805,P0152,2021-07-05,5,193895,62733.42,906741.58,repuesto,telefono,financiacion
T00001412,C01952,P0150,2021-07-05,2,49855,1137.0,98573.0,repuesto,concesionario,transferencia
T00001413,C02216,P0027,2021-07-05,1,195624,45347.99,150276.01,reparacion,telefono,transferencia
T00001414,C00012,P0178,2021-07-05,1,160086,21395.29,138690.71,reparacion,telefono,financiacion
T00001415,C04500,P0136,2021-07-05,1,144050,25405.44,118644.56,service,telefono,transferencia
T00001416,C00470,P0006,2021-07-06,1,100148,7383.29,92764.71,service,online,transferencia
T00001417,C00129,P0276,2021-07-06,2,78319,10024.33,146613.67,repuesto,telefono,efectivo
T00001418,C02109,P0283,2021-07-06,4,185385,175310.49,566229.51,repuesto,concesionario,tarjeta
T00001419,C03240,P0080,2021-07-06,1,55231,2815.66,52415.34,service,online,transferencia
T00001420,C03925,P0048,2021-07-06,3,118745,13210.46,343024.54,repuesto,online,transferencia
T00001421,C01478,P0145,2021-07-07,2,51166,14573.56,87758.44,repuesto,concesionario,financiacion
T00001422,C04980,P0097,2021-07-07,1,43295,8848.41,34446.59,service,concesionario,transferencia
T00001423,C03298,P0052,2021-07-07,1,52145,5931.81,46213.19,service,telefono,transferencia
T00001424,C03146,P0011,2021-07-07,5,8090,1008.52,39441.48,repuesto,concesionario,efectivo
T00001425,C00685,P0138,2021-07-07,1,173947,5748.04,168198.96,repuesto,concesionario,efectivo
T00001426,C02773,P0044,2021-07-07,1,7463,1011.93,6451.07,repuesto,concesionario,transferencia
T00001427,C02519,P0170,2021-07-07,4,152548,124397.54,485794.46,repuesto,online,transferencia
T00001428,C04454,P0064,2021-07-07,1,91241,15785.63,75455.37,service,concesionario,efectivo
T00001429,C03403,P0073,2021-07-07,1,58894,1510.13,57383.87,service,concesionario,transferencia
T00001430,C02895,P0147,2021-07-07,1,75329147,7257644.21,68071502.79,auto,concesionario,tarjeta
T00001431,C00903,P0115,2021-07-07,1,192393,23655.71,168737.29,repuesto,concesionario,financiacion
T00001432,C02954,P0044,2021-07-07,1,100700,8401.52,92298.48,service,concesionario,transferencia
T00001433,C01486,P0218,2021-07-07,1,89531,7494.73,82036.27,service,concesionario,financiacion
T00001434,C02221,P0256,2021-07-08,3,80236,52679.08,188028.92,repuesto,telefono,financiacion
T00001435,C00626,P0002,2021-07-08,1,475050,107715.77,367334.23,reparacion,concesionario,transferencia
T00001436,C03920,P0035,2021-07-08,1,71196,7950.73,63245.27,service,concesionario,tarjeta
T00001437,C02647,P0066,2021-07-08,1,196001,7088.76,188912.24,reparacion,concesionario,tarjeta
T00001438,C03392,P0171,2021-07-08,1,84776,8982.7,75793.3,service,concesionario,transferencia
T00001439,C04373,P0253,2021-07-08,1,92002,11433.6,80568.4,service,telefono,transferencia
T00001440,C04317,P0296,2021-07-08,1,96148,17184.56,78963.44,service,telefono,transferencia
T00001441,C00141,P0186,2021-07-09,3,66654,143.28,199818.72,repuesto,telefono,tarjeta
T00001442,C02862,P0185,2021-07-09,1,107753,1604.91,106148.09,reparacion,concesionario,financiacion
T00001443,C01840,P0029,2021-07-09,4,149572,36270.82,562017.18,repuesto,telefono,transferencia
T00001444,C03093,P0014,2021-07-09,1,111197,19569.64,91627.36,service,telefono,tarjeta
T00001445,C04765,P0038,2021-07-09,1,111934,2966.53,108967.47,service,online,transferencia
T00001446,C02008,P0040,2021-07-09,1,67022249,2367183.82,64655065.18,auto,concesionario,tarjeta
T00001447,C01148,P0271,2021-07-09,1,43910,5156.84,38753.16,service,telefono,financiacion
T00001448,C00109,P0147,2021-07-09,3,194414,64736.02,518505.98,repuesto,concesionario,transferencia
T00001449,C01422,P0258,2021-07-09,1,104207,836.76,103370.24,service,concesionario,efectivo
T00001450,C03722,P0284,2021-07-09,1,75524,12837.26,62686.74,service,telefono,financiacion
T00001451,C01863,P0217,2021-07-09,1,313125,23956.72,289168.28,reparacion,concesionario,financiacion
T00001452,C01026,P0109,2021-07-09,1,323416,30527.26,292888.74,reparacion,online,efectivo
T00001453,C04582,P0040,2021-07-10,1,44077,9063.39,35013.61,service,telefono,tarjeta
T00001454,C01351,P0028,2021-07-10,4,176101,145680.2,558723.8,repuesto,online,tarjeta
T00001455,C02972,P0172,2021-07-10,1,34208,892.83,33315.17,service,concesionario,transferencia
T00001456,C01736,P0006,2021-07-10,1,90984,2421.64,88562.36,service,online,transferencia
T00001457,C00697,P0292,2021-07-10,1,172349,10355.38,161993.62,repuesto,telefono,efectivo
T00001458,C00764,P0159,2021-07-10,1,131827,1583.54,130243.46,repuesto,concesionario,financiacion
T00001459,C03201,P0183,2021-07-10,5,109369,26642.8,520202.2,repuesto,concesionario,efectivo
T00001460,C00828,P0258,2021-07-10,1,137507,25488.69,112018.31,service,concesionario,efectivo
T00001461,C00307,P0149,2021-07-11,4,105168,61666.12,359005.88,repuesto,concesionario,transferencia
T00001462,C01898,P0111,2021-07-11,1,25644,6108.52,19535.48,repuesto,telefono,transferencia
T00001463,C04987,P0268,2021-07-11,5,47217,30472.72,205612.28,repuesto,online,tarjeta
T00001464,C03530,P0021,2021-07-11,3,93872,25367.71,256248.29,repuesto,telefono,tarjeta
T00001465,C01249,P0291,2021-07-11,1,100004,15172.53,84831.47,service,telefono,tarjeta
T00001466,C02536,P0281,2021-07-11,1,21958,782.93,21175.07,service,concesionario,tarjeta
T00001467,C02422,P0083,2021-07-12,1,61119,2593.24,58525.76,service,concesionario,financiacion
T00001468,C03775,P0133,2021-07-12,1,97633,1736.25,95896.75,repuesto,online,financiacion
T00001469,C04660,P0250,2021-07-12,2,120879,56802.82,184955.18,repuesto,concesionario,financiacion
T00001470,C01057,P0226,2021-07-12,1,260207,26608.33,233598.67,reparacion,online,financiacion
T00001471,C03688,P0135,2021-07-12,1,109417,11302.62,98114.38,service,telefono,efectivo
T00001472,C02006,P0288,2021-07-12,1,173785,32195.52,141589.48,repuesto,concesionario,transferencia
T00001473,C04671,P0205,2021-07-12,1,202389,19015.54,183373.46,reparacion,concesionario,transferencia
T00001474,C02859,P0239,2021-07-12,1,80591,13481.88,67109.12,service,online,tarjeta
T00001475,C03252,P0222,2021-07-12,1,43628,7981.5,35646.5,service,concesionario,tarjeta
T00001476,C04951,P0249,2021-07-12,1,61587,5272.21,56314.79,service,concesionario,tarjeta
T00001477,C01276,P0241,2021-07-12,1,79582,761.65,78820.35,service,concesionario,transferencia
T00001478,C03116,P0032,2021-07-13,1,24105,5952.79,18152.21,service,online,tarjeta
T00001479,C00188,P0217,2021-07-13,1,161893,2188.69,159704.31,reparacion,online,financiacion
T00001480,C03319,P0042,2021-07-13,2,26912,931.95,52892.05,repuesto,online,tarjeta
T00001481,C02126,P0095,2021-07-13,1,325134,17403.2,307730.8,reparacion,concesionario,efectivo
T00001482,C02433,P0085,2021-07-13,1,274675,23486.03,251188.97,reparacion,concesionario,financiacion
T00001483,C01317,P0224,2021-07-13,1,302510,35960.83,266549.17,reparacion,online,tarjeta
T00001484,C04892,P0102,2021-07-13,1,344077,67359.3,276717.7,reparacion,concesionario,transferencia
T00001485,C02593,P0008,2021-07-13,1,149285,30734.19,118550.81,service,concesionario,tarjeta
T00001486,C00931,P0209,2021-07-14,1,311853,67383.74,244469.26,reparacion,online,efectivo
T00001487,C03681,P0297,2021-07-14,1,486475,104259.75,382215.25,reparacion,concesionario,efectivo
T00001488,C04474,P0086,2021-07-14,1,148323,6958.46,141364.54,service,telefono,tarjeta
T00001489,C04726,P0008,2021-07-14,1,47494,11308.05,36185.95,service,online,financiacion
T00001490,C01022,P0256,2021-07-14,1,59200201,7430886.19,51769314.81,auto,telefono,tarjeta
T00001491,C04444,P0219,2021-07-14,1,66101,5820.38,60280.62,service,telefono,financiacion
T00001492,C03057,P0091,2021-07-14,1,43044,4937.4,38106.6,service,telefono,transferencia
T00001493,C03584,P0146,2021-07-14,3,105024,66566.18,248505.82,repuesto,telefono,efectivo
T00001494,C00735,P0009,2021-07-14,1,472544,98907.54,373636.46,reparacion,telefono,tarjeta
T00001495,C04463,P0052,2021-07-14,1,118296,22231.57,96064.43,service,telefono,tarjeta
T00001496,C01736,P0115,2021-07-14,3,13555,8658.65,32006.35,repuesto,online,tarjeta
T00001497,C01020,P0180,2021-07-14,1,132242,15524.36,116717.64,service,online,tarjeta
T00001498,C03243,P0004,2021-07-15,1,388092,68288.18,319803.82,reparacion,online,transferencia
T00001499,C03398,P0124,2021-07-15,3,75152,17326.11,208129.89,repuesto,concesionario,tarjeta
T00001500,C03068,P0266,2021-07-15,1,21522788,825266.28,20697521.72,auto,telefono,financiacion
T00001501,C03523,P0124,2021-07-15,1,145719,20844.65,124874.35,service,telefono,tarjeta
T00001502,C00423,P0296,2021-07-16,1,104467,10272.18,94194.82,service,online,transferencia
T00001503,C01424,P0207,2021-07-16,1,254688,62230.19,192457.81,reparacion,online,transferencia
T00001504,C01035,P0259,2021-07-16,1,33051,5866.76,27184.24,service,concesionario,tarjeta
T00001505,C04530,P0082,2021-07-16,1,378895,86829.98,292065.02,reparacion,online,transferencia
T00001506,C04861,P0079,2021-07-16,1,23360,2554.54,20805.46,service,concesionario,efectivo
T00001507,C02934,P0096,2021-07-16,2,11629,5718.06,17539.94,repuesto,concesionario,transferencia
T00001508,C03098,P0134,2021-07-16,1,90178,18947.68,71230.32,service,telefono,efectivo
T00001509,C00190,P0297,2021-07-16,1,142549,5123.55,137425.45,service,concesionario,efectivo
T00001510,C02314,P0135,2021-07-17,1,161210,4315.46,156894.54,repuesto,concesionario,efectivo
T00001511,C01704,P0201,2021-07-17,1,130706,11809.2,118896.8,service,concesionario,tarjeta
T00001512,C00626,P0108,2021-07-17,1,113460,13800.06,99659.94,repuesto,telefono,tarjeta
T00001513,C03694,P0083,2021-07-17,1,61102,9677.82,51424.18,service,concesionario,financiacion
T00001514,C04970,P0017,2021-07-17,1,41981630,6923467.61,35058162.39,auto,concesionario,financiacion
T00001515,C04916,P0280,2021-07-17,1,303708,75540.99,228167.01,reparacion,concesionario,transferencia
T00001516,C00243,P0275,2021-07-18,1,71715,3457.47,68257.53,repuesto,concesionario,transferencia
T00001517,C01778,P0016,2021-07-18,1,67826,1946.41,65879.59,service,online,transferencia
T00001518,C01037,P0138,2021-07-18,1,115386,19950.29,95435.71,service,online,tarjeta
